,id,true_class,predicted_class
203,n02085782_2045.jpg,1,1
204,n02085782_2074.jpg,1,1
205,n02085782_2100.jpg,1,1
206,n02085782_2118.jpg,1,1
207,n02085782_2128.jpg,1,1
208,n02085782_2162.jpg,1,1
209,n02085782_2182.jpg,1,5
210,n02085782_2207.jpg,1,1
211,n02085782_2241.jpg,1,1
212,n02085782_2250.jpg,1,1
213,n02085782_2255.jpg,1,1
214,n02085782_2269.jpg,1,1
215,n02085782_2279.jpg,1,1
216,n02085782_2293.jpg,1,1
217,n02085782_23.jpg,1,1
218,n02085782_230.jpg,1,1
219,n02085782_2323.jpg,1,1
220,n02085782_2345.jpg,1,1
221,n02085782_2354.jpg,1,1
222,n02085782_2428.jpg,1,1
223,n02085782_2459.jpg,1,53
224,n02085782_2491.jpg,1,1
225,n02085782_2549.jpg,1,1
226,n02085782_2584.jpg,1,1
227,n02085782_2635.jpg,1,1
228,n02085782_2640.jpg,1,1
229,n02085782_2655.jpg,1,1
230,n02085782_267.jpg,1,1
231,n02085782_2690.jpg,1,1
232,n02085782_2695.jpg,1,1
233,n02085782_2715.jpg,1,1
234,n02085782_2762.jpg,1,1
235,n02085782_2796.jpg,1,1
236,n02085782_28.jpg,1,1
237,n02085782_2874.jpg,1,1
238,n02085782_2886.jpg,1,1
239,n02085782_2914.jpg,1,1
240,n02085782_2922.jpg,1,1
241,n02085782_2939.jpg,1,1
242,n02085782_2978.jpg,1,1
243,n02085782_3019.jpg,1,1
244,n02085782_3021.jpg,1,1
245,n02085782_3030.jpg,1,1
246,n02085782_3031.jpg,1,1
247,n02085782_3052.jpg,1,1
248,n02085782_3065.jpg,1,1
249,n02085782_3071.jpg,1,1
250,n02085782_309.jpg,1,1
251,n02085782_3098.jpg,1,1
252,n02085782_3121.jpg,1,1
253,n02085782_313.jpg,1,5
254,n02085782_3148.jpg,1,1
255,n02085782_3158.jpg,1,1
256,n02085782_3215.jpg,1,5
257,n02085782_3325.jpg,1,1
258,n02085782_3331.jpg,1,1
259,n02085782_3354.jpg,1,1
260,n02085782_3387.jpg,1,1
261,n02085782_3400.jpg,1,1
262,n02085782_3404.jpg,1,1
263,n02085782_3420.jpg,1,1
264,n02085782_3481.jpg,1,1
265,n02085782_3499.jpg,1,5
266,n02085782_3516.jpg,1,1
267,n02085782_3578.jpg,1,1
268,n02085782_3649.jpg,1,1
269,n02085782_3720.jpg,1,1
270,n02085782_3727.jpg,1,1
271,n02085782_3744.jpg,1,1
272,n02085782_3781.jpg,1,1
273,n02085782_38.jpg,1,1
274,n02085782_381.jpg,1,66
275,n02085782_3810.jpg,1,4
276,n02085782_382.jpg,1,1
277,n02085782_385.jpg,1,1
278,n02085782_3855.jpg,1,1
279,n02085782_3870.jpg,1,1
280,n02085782_3889.jpg,1,1
281,n02085782_3896.jpg,1,1
282,n02085782_3899.jpg,1,1
283,n02085782_3966.jpg,1,1
284,n02085782_3979.jpg,1,1
285,n02085782_3990.jpg,1,1
286,n02085782_4042.jpg,1,1
287,n02085782_4208.jpg,1,1
288,n02085782_4269.jpg,1,1
289,n02085782_4294.jpg,1,1
290,n02085782_4332.jpg,1,1
291,n02085782_435.jpg,1,1
292,n02085782_4351.jpg,1,1
293,n02085782_4365.jpg,1,1
294,n02085782_440.jpg,1,1
295,n02085782_4436.jpg,1,1
296,n02085782_4438.jpg,1,1
297,n02085782_4458.jpg,1,1
298,n02085782_4511.jpg,1,1
299,n02085782_4564.jpg,1,1
300,n02085782_4574.jpg,1,1
301,n02085782_4579.jpg,1,1
302,n02085782_4590.jpg,1,1
303,n02085782_4616.jpg,1,1
304,n02085782_4698.jpg,1,1
305,n02085782_4772.jpg,1,1
306,n02085782_4780.jpg,1,1
307,n02085782_4798.jpg,1,1
308,n02085782_50.jpg,1,6
309,n02085782_516.jpg,1,1
310,n02085782_518.jpg,1,1
311,n02085782_564.jpg,1,1
312,n02085782_572.jpg,1,1
313,n02085782_593.jpg,1,1
314,n02085782_622.jpg,1,1
315,n02085782_626.jpg,1,1
316,n02085782_664.jpg,1,1
317,n02085782_665.jpg,1,1
318,n02085782_668.jpg,1,1
319,n02085782_676.jpg,1,1
320,n02085782_697.jpg,1,1
321,n02085782_698.jpg,1,1
322,n02085782_725.jpg,1,1
323,n02085782_749.jpg,1,1
324,n02085782_754.jpg,1,1
325,n02085782_757.jpg,1,1
326,n02085782_80.jpg,1,1
327,n02085782_806.jpg,1,1
328,n02085782_810.jpg,1,1
329,n02085782_82.jpg,1,1
330,n02085782_845.jpg,1,1
331,n02085782_866.jpg,1,1
332,n02085782_874.jpg,1,1
333,n02085782_919.jpg,1,1
334,n02085782_935.jpg,1,1
335,n02085782_940.jpg,1,1
336,n02085782_962.jpg,1,1
337,n02085936_10073.jpg,2,2
338,n02085936_10130.jpg,2,2
339,n02085936_10148.jpg,2,2
340,n02085936_10197.jpg,2,34
341,n02085936_10199.jpg,2,2
342,n02085936_10273.jpg,2,2
343,n02085936_10297.jpg,2,2
344,n02085936_10307.jpg,2,113
345,n02085936_10377.jpg,2,2
346,n02085936_10397.jpg,2,2
347,n02085936_10447.jpg,2,2
348,n02085936_10610.jpg,2,2
349,n02085936_10625.jpg,2,2
350,n02085936_10646.jpg,2,2
351,n02085936_10661.jpg,2,2
352,n02085936_10719.jpg,2,2
353,n02085936_11541.jpg,2,2
354,n02085936_1155.jpg,2,2
355,n02085936_11653.jpg,2,2
356,n02085936_11744.jpg,2,2
357,n02085936_1244.jpg,2,114
358,n02085936_1247.jpg,2,2
359,n02085936_126.jpg,2,2
360,n02085936_1288.jpg,2,2
361,n02085936_13013.jpg,2,2
362,n02085936_1325.jpg,2,2
363,n02085936_13378.jpg,2,2
364,n02085936_137.jpg,2,2
365,n02085936_1390.jpg,2,2
366,n02085936_13944.jpg,2,2
367,n02085936_1424.jpg,2,2
368,n02085936_14432.jpg,2,2
369,n02085936_14595.jpg,2,2
370,n02085936_1515.jpg,2,2
371,n02085936_1549.jpg,2,2
372,n02085936_1556.jpg,2,2
373,n02085936_16014.jpg,2,2
374,n02085936_16188.jpg,2,2
375,n02085936_16190.jpg,2,2
376,n02085936_16331.jpg,2,2
377,n02085936_16355.jpg,2,52
378,n02085936_16565.jpg,2,2
379,n02085936_16998.jpg,2,2
380,n02085936_17059.jpg,2,2
381,n02085936_17116.jpg,2,2
382,n02085936_1739.jpg,2,2
383,n02085936_17631.jpg,2,2
384,n02085936_1799.jpg,2,2
385,n02085936_17990.jpg,2,2
386,n02085936_18114.jpg,2,2
387,n02085936_18640.jpg,2,2
388,n02085936_19133.jpg,2,2
389,n02085936_19558.jpg,2,2
390,n02085936_19731.jpg,2,2
391,n02085936_19805.jpg,2,2
392,n02085936_20076.jpg,2,2
393,n02085936_20102.jpg,2,2
394,n02085936_2020.jpg,2,2
395,n02085936_20313.jpg,2,2
396,n02085936_20610.jpg,2,2
397,n02085936_21320.jpg,2,2
398,n02085936_2135.jpg,2,57
399,n02085936_2154.jpg,2,2
400,n02085936_2167.jpg,2,2
401,n02085936_2203.jpg,2,2
402,n02085936_22127.jpg,2,2
403,n02085936_22167.jpg,2,2
404,n02085936_22439.jpg,2,2
405,n02085936_22666.jpg,2,2
406,n02085936_2318.jpg,2,2
407,n02085936_233.jpg,2,2
408,n02085936_24178.jpg,2,2
409,n02085936_2422.jpg,2,2
410,n02085936_24464.jpg,2,2
411,n02085936_2458.jpg,2,2
412,n02085936_2465.jpg,2,2
413,n02085936_2536.jpg,2,2
414,n02085936_2543.jpg,2,2
415,n02085936_2573.jpg,2,2
416,n02085936_25908.jpg,2,2
417,n02085936_2627.jpg,2,2
418,n02085936_2636.jpg,2,2
419,n02085936_2693.jpg,2,2
420,n02085936_2741.jpg,2,2
421,n02085936_2760.jpg,2,2
422,n02085936_2832.jpg,2,51
423,n02085936_2889.jpg,2,2
424,n02085936_2905.jpg,2,2
425,n02085936_2927.jpg,2,2
426,n02085936_296.jpg,2,2
427,n02085936_2976.jpg,2,2
428,n02085936_2999.jpg,2,2
429,n02085936_3000.jpg,2,2
430,n02085936_3108.jpg,2,2
431,n02085936_3207.jpg,2,2
432,n02085936_3217.jpg,2,2
433,n02085936_3239.jpg,2,2
434,n02085936_3292.jpg,2,2
435,n02085936_3313.jpg,2,2
436,n02085936_3315.jpg,2,2
437,n02085936_3326.jpg,2,2
438,n02085936_3348.jpg,2,2
439,n02085936_338.jpg,2,2
440,n02085936_3391.jpg,2,2
441,n02085936_3394.jpg,2,2
442,n02085936_3396.jpg,2,2
443,n02085936_3451.jpg,2,2
444,n02085936_3470.jpg,2,2
445,n02085936_352.jpg,2,2
446,n02085936_3580.jpg,2,2
447,n02085936_3677.jpg,2,2
448,n02085936_3678.jpg,2,2
449,n02085936_3698.jpg,2,2
450,n02085936_37.jpg,2,2
451,n02085936_3863.jpg,2,2
452,n02085936_3947.jpg,2,2
453,n02085936_3994.jpg,2,2
454,n02085936_4004.jpg,2,2
455,n02085936_4070.jpg,2,2
456,n02085936_4188.jpg,2,36
457,n02085936_4192.jpg,2,52
458,n02085936_420.jpg,2,2
459,n02085936_4245.jpg,2,2
460,n02085936_4257.jpg,2,2
461,n02085936_426.jpg,2,2
462,n02085936_4262.jpg,2,2
463,n02085936_4271.jpg,2,2
464,n02085936_4318.jpg,2,2
465,n02085936_4343.jpg,2,2
466,n02085936_4351.jpg,2,2
467,n02085936_4396.jpg,2,2
468,n02085936_4474.jpg,2,2
469,n02085936_4480.jpg,2,2
470,n02085936_4490.jpg,2,2
471,n02085936_4506.jpg,2,2
472,n02085936_4569.jpg,2,53
473,n02085936_4608.jpg,2,2
474,n02085936_461.jpg,2,2
475,n02085936_4695.jpg,2,2
476,n02085936_4713.jpg,2,2
477,n02085936_4781.jpg,2,2
478,n02085936_4797.jpg,2,2
479,n02085936_4894.jpg,2,2
480,n02085936_4897.jpg,2,2
481,n02085936_4916.jpg,2,2
482,n02085936_4921.jpg,2,2
483,n02085936_4924.jpg,2,2
484,n02085936_4929.jpg,2,2
485,n02085936_500.jpg,2,2
486,n02085936_5010.jpg,2,2
487,n02085936_5012.jpg,2,2
488,n02085936_5023.jpg,2,2
489,n02085936_5067.jpg,2,2
490,n02085936_5068.jpg,2,43
491,n02085936_5103.jpg,2,2
492,n02085936_5107.jpg,2,2
493,n02085936_517.jpg,2,2
494,n02085936_5202.jpg,2,2
495,n02085936_5250.jpg,2,2
496,n02085936_5404.jpg,2,2
497,n02085936_5435.jpg,2,2
498,n02085936_544.jpg,2,2
499,n02085936_5459.jpg,2,2
500,n02085936_5466.jpg,2,2
501,n02085936_548.jpg,2,2
502,n02085936_5488.jpg,2,2
503,n02085936_5545.jpg,2,2
504,n02085936_5582.jpg,2,2
505,n02085936_5596.jpg,2,2
506,n02085936_5609.jpg,2,2
507,n02085936_5645.jpg,2,2
508,n02085936_5728.jpg,2,106
509,n02085936_5766.jpg,2,2
510,n02085936_5789.jpg,2,53
511,n02085936_6034.jpg,2,2
512,n02085936_6071.jpg,2,2
513,n02085936_6077.jpg,2,2
514,n02085936_6278.jpg,2,4
515,n02085936_6348.jpg,2,2
516,n02085936_6405.jpg,2,2
517,n02085936_6424.jpg,2,2
518,n02085936_6464.jpg,2,2
519,n02085936_6514.jpg,2,2
520,n02085936_6569.jpg,2,2
521,n02085936_66.jpg,2,2
522,n02085936_6650.jpg,2,2
523,n02085936_6656.jpg,2,2
524,n02085936_6671.jpg,2,2
525,n02085936_6746.jpg,2,2
526,n02085936_6892.jpg,2,2
527,n02085936_6921.jpg,2,2
528,n02085936_6927.jpg,2,2
529,n02085936_6942.jpg,2,2
530,n02085936_7004.jpg,2,2
531,n02085936_7142.jpg,2,2
532,n02085936_7172.jpg,2,2
533,n02085936_719.jpg,2,2
534,n02085936_7198.jpg,2,2
535,n02085936_7253.jpg,2,2
536,n02085936_7272.jpg,2,2
537,n02085936_7311.jpg,2,2
538,n02085936_7345.jpg,2,2
539,n02085936_7364.jpg,2,2
540,n02085936_7394.jpg,2,2
541,n02085936_7442.jpg,2,2
542,n02085936_7465.jpg,2,2
543,n02085936_7515.jpg,2,2
544,n02085936_7537.jpg,2,2
545,n02085936_7574.jpg,2,2
546,n02085936_771.jpg,2,2
547,n02085936_7755.jpg,2,2
548,n02085936_7793.jpg,2,2
549,n02085936_7865.jpg,2,2
550,n02085936_7941.jpg,2,2
551,n02085936_797.jpg,2,2
552,n02085936_804.jpg,2,2
553,n02085936_807.jpg,2,2
554,n02085936_8089.jpg,2,2
555,n02085936_8224.jpg,2,2
556,n02085936_8248.jpg,2,2
557,n02085936_8350.jpg,2,2
558,n02085936_8365.jpg,2,2
559,n02085936_8417.jpg,2,2
560,n02085936_8447.jpg,2,2
561,n02085936_8449.jpg,2,2
562,n02085936_850.jpg,2,2
563,n02085936_8507.jpg,2,2
564,n02085936_851.jpg,2,2
565,n02085936_8616.jpg,2,2
566,n02085936_8658.jpg,2,2
567,n02085936_8735.jpg,2,2
568,n02085936_8745.jpg,2,2
569,n02085936_8756.jpg,2,105
570,n02085936_8767.jpg,2,2
571,n02085936_8867.jpg,2,2
572,n02085936_8900.jpg,2,2
573,n02085936_8981.jpg,2,2
574,n02085936_899.jpg,2,2
575,n02085936_9037.jpg,2,2
576,n02085936_9086.jpg,2,2
577,n02085936_9088.jpg,2,2
578,n02085936_9136.jpg,2,2
579,n02085936_9141.jpg,2,2
580,n02085936_9270.jpg,2,2
581,n02085936_9310.jpg,2,2
582,n02085936_9367.jpg,2,2
583,n02085936_9481.jpg,2,2
584,n02085936_9590.jpg,2,2
585,n02085936_9632.jpg,2,2
586,n02085936_9742.jpg,2,2
587,n02085936_9812.jpg,2,2
588,n02085936_9927.jpg,2,2
589,n02086079_10059.jpg,3,3
590,n02086079_10159.jpg,3,53
591,n02086079_1020.jpg,3,3
592,n02086079_10294.jpg,3,3
593,n02086079_10373.jpg,3,3
594,n02086079_10600.jpg,3,3
595,n02086079_10603.jpg,3,3
596,n02086079_10613.jpg,3,3
597,n02086079_10615.jpg,3,3
598,n02086079_10627.jpg,3,107
599,n02086079_10689.jpg,3,3
600,n02086079_10721.jpg,3,3
601,n02086079_10932.jpg,3,3
602,n02086079_10951.jpg,3,1
603,n02086079_10958.jpg,3,3
604,n02086079_11089.jpg,3,3
605,n02086079_11322.jpg,3,3
606,n02086079_11420.jpg,3,3
607,n02086079_11511.jpg,3,3
608,n02086079_11664.jpg,3,3
609,n02086079_11679.jpg,3,3
610,n02086079_11684.jpg,3,3
611,n02086079_11984.jpg,3,3
612,n02086079_12125.jpg,3,3
613,n02086079_12321.jpg,3,3
614,n02086079_13024.jpg,3,1
615,n02086079_13647.jpg,3,3
616,n02086079_13897.jpg,3,107
617,n02086079_14208.jpg,3,3
618,n02086079_14307.jpg,3,3
619,n02086079_14359.jpg,3,3
620,n02086079_14360.jpg,3,105
621,n02086079_1451.jpg,3,3
622,n02086079_14532.jpg,3,3
623,n02086079_146.jpg,3,3
624,n02086079_14748.jpg,3,3
625,n02086079_14929.jpg,3,3
626,n02086079_14999.jpg,3,3
627,n02086079_15220.jpg,3,3
628,n02086079_15375.jpg,3,3
629,n02086079_155.jpg,3,110
630,n02086079_15842.jpg,3,3
631,n02086079_15871.jpg,3,3
632,n02086079_1591.jpg,3,3
633,n02086079_15979.jpg,3,3
634,n02086079_16268.jpg,3,3
635,n02086079_16313.jpg,3,3
636,n02086079_16367.jpg,3,3
637,n02086079_16693.jpg,3,114
638,n02086079_16979.jpg,3,3
639,n02086079_17015.jpg,3,3
640,n02086079_17103.jpg,3,3
641,n02086079_17205.jpg,3,3
642,n02086079_17291.jpg,3,3
643,n02086079_17564.jpg,3,3
644,n02086079_1759.jpg,3,3
645,n02086079_17686.jpg,3,3
646,n02086079_17886.jpg,3,3
647,n02086079_17983.jpg,3,3
648,n02086079_1820.jpg,3,3
649,n02086079_186.jpg,3,3
650,n02086079_18764.jpg,3,3
651,n02086079_1877.jpg,3,3
652,n02086079_18899.jpg,3,3
653,n02086079_19690.jpg,3,104
654,n02086079_19863.jpg,3,3
655,n02086079_20360.jpg,3,3
656,n02086079_207.jpg,3,3
657,n02086079_2073.jpg,3,3
658,n02086079_20762.jpg,3,3
659,n02086079_21103.jpg,3,3
660,n02086079_21117.jpg,3,3
661,n02086079_21987.jpg,3,3
662,n02086079_2209.jpg,3,3
663,n02086079_22136.jpg,3,3
664,n02086079_22412.jpg,3,3
665,n02086079_2287.jpg,3,3
666,n02086079_23100.jpg,3,3
667,n02086079_2358.jpg,3,82
668,n02086079_2368.jpg,3,3
669,n02086079_2766.jpg,3,3
670,n02086079_2793.jpg,3,3
671,n02086079_2893.jpg,3,1
672,n02086079_2933.jpg,3,3
673,n02086079_2935.jpg,3,3
674,n02086079_3149.jpg,3,3
675,n02086079_3174.jpg,3,4
676,n02086079_3402.jpg,3,3
677,n02086079_347.jpg,3,3
678,n02086079_3493.jpg,3,3
679,n02086079_356.jpg,3,3
680,n02086079_3774.jpg,3,3
681,n02086079_380.jpg,3,3
682,n02086079_3832.jpg,3,3
683,n02086079_3996.jpg,3,3
684,n02086079_4129.jpg,3,3
685,n02086079_422.jpg,3,3
686,n02086079_4350.jpg,3,3
687,n02086079_4355.jpg,3,3
688,n02086079_4412.jpg,3,3
689,n02086079_4456.jpg,3,3
690,n02086079_4843.jpg,3,3
691,n02086079_4984.jpg,3,3
692,n02086079_499.jpg,3,3
693,n02086079_5053.jpg,3,4
694,n02086079_5087.jpg,3,3
695,n02086079_5106.jpg,3,53
696,n02086079_5125.jpg,3,3
697,n02086079_5197.jpg,3,3
698,n02086079_5522.jpg,3,3
699,n02086079_5555.jpg,3,3
700,n02086079_5590.jpg,3,3
701,n02086079_5766.jpg,3,3
702,n02086079_606.jpg,3,1
703,n02086079_6096.jpg,3,3
704,n02086079_6180.jpg,3,3
705,n02086079_6243.jpg,3,3
706,n02086079_6333.jpg,3,111
707,n02086079_6467.jpg,3,3
708,n02086079_6620.jpg,3,3
709,n02086079_6712.jpg,3,3
710,n02086079_6926.jpg,3,3
711,n02086079_6956.jpg,3,3
712,n02086079_7027.jpg,3,3
713,n02086079_7068.jpg,3,3
714,n02086079_7235.jpg,3,3
715,n02086079_7302.jpg,3,3
716,n02086079_7769.jpg,3,3
717,n02086079_7817.jpg,3,3
718,n02086079_7944.jpg,3,3
719,n02086079_7959.jpg,3,3
720,n02086079_8074.jpg,3,3
721,n02086079_8127.jpg,3,3
722,n02086079_8204.jpg,3,3
723,n02086079_8229.jpg,3,3
724,n02086079_8595.jpg,3,3
725,n02086079_869.jpg,3,110
726,n02086079_8726.jpg,3,3
727,n02086079_8826.jpg,3,3
728,n02086079_884.jpg,3,3
729,n02086079_8902.jpg,3,3
730,n02086079_904.jpg,3,3
731,n02086079_9151.jpg,3,3
732,n02086079_9316.jpg,3,3
733,n02086079_937.jpg,3,3
734,n02086079_9408.jpg,3,3
735,n02086079_952.jpg,3,3
736,n02086079_9756.jpg,3,4
737,n02086079_9847.jpg,3,3
738,n02086240_1011.jpg,4,4
739,n02086240_1016.jpg,4,4
740,n02086240_1059.jpg,4,4
741,n02086240_1078.jpg,4,4
742,n02086240_10785.jpg,4,4
743,n02086240_1082.jpg,4,4
744,n02086240_110.jpg,4,4
745,n02086240_11085.jpg,4,4
746,n02086240_11139.jpg,4,4
747,n02086240_1142.jpg,4,2
748,n02086240_11420.jpg,4,4
749,n02086240_11539.jpg,4,4
750,n02086240_11551.jpg,4,4
751,n02086240_11622.jpg,4,4
752,n02086240_11692.jpg,4,4
753,n02086240_1170.jpg,4,4
754,n02086240_11766.jpg,4,4
755,n02086240_11959.jpg,4,4
756,n02086240_12003.jpg,4,4
757,n02086240_1205.jpg,4,4
758,n02086240_12057.jpg,4,4
759,n02086240_1215.jpg,4,4
760,n02086240_12314.jpg,4,4
761,n02086240_12315.jpg,4,4
762,n02086240_12342.jpg,4,4
763,n02086240_12348.jpg,4,4
764,n02086240_12480.jpg,4,4
765,n02086240_1249.jpg,4,4
766,n02086240_1259.jpg,4,4
767,n02086240_126.jpg,4,4
768,n02086240_12650.jpg,4,4
769,n02086240_1267.jpg,4,4
770,n02086240_12796.jpg,4,4
771,n02086240_1295.jpg,4,4
772,n02086240_1333.jpg,4,53
773,n02086240_134.jpg,4,53
774,n02086240_135.jpg,4,4
775,n02086240_1366.jpg,4,4
776,n02086240_1370.jpg,4,4
777,n02086240_1445.jpg,4,4
778,n02086240_1602.jpg,4,4
779,n02086240_1621.jpg,4,4
780,n02086240_1665.jpg,4,4
781,n02086240_1687.jpg,4,53
